code_variable,name_variable,label_pergunta,label,categoria,subcategoria,modal,submodal,tipo,is_dashboard,is_portal,is_transform,is_average,is_percentage,is_absolute,is_candidate
3.6.1.E,"Qual o valor da tarifa aeroporto do serviço de táxi, se houver?","Qual o valor da tarifa aeroporto do serviço de táxi, se houver?",Táxi - Valor Tarifa Aeroporto,Modais de transporte,Receita e Despesa,Táxi,NA,numeric,1,1,0,0,0,1,1
3.6.1.F,"Qual o valor da Bandeirada do serviço de mototáxi no município, se houver?","Qual o valor da Bandeirada do serviço de mototáxi no município, se houver?",Táxi - Valor da Bandeirada,Modais de transporte,Receita e Despesa,Mototáxi,NA,numeric,1,1,0,0,0,1,1
3.6.1.G,"Qual o valor da Bandeirada 1 do serviço de mototáxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 1 do serviço de mototáxi, por quilômetro rodado, se houver?",Táxi - Valor da Bandeirada 1,Modais de transporte,Receita e Despesa,Mototáxi,NA,numeric,0,0,0,0,0,1,1
3.6.1.H,"Qual o valor da Bandeirada 2 do serviço de mototáxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 2 do serviço de mototáxi, por quilômetro rodado, se houver?",Táxi - Valor da Bandeirada 2,Modais de transporte,Receita e Despesa,Mototáxi,NA,numeric,0,0,0,0,0,1,1
3.6.1.I,"Qual o valor do serviço de mototáxi, por hora parada, se houver?","Qual o valor do serviço de mototáxi, por hora parada, se houver?",Táxi - Valor Hora Parada,Modais de transporte,Receita e Despesa,Mototáxi,NA,numeric,1,1,0,0,0,1,1
3.6.1.J,"Qual o valor da tarifa aeroporto do serviço de mototáxi, se houver?","Qual o valor da tarifa aeroporto do serviço de mototáxi, se houver?",Táxi - Valor Tarifa Aeroporto,Modais de transporte,Receita e Despesa,Mototáxi,NA,numeric,1,1,0,0,0,1,1
3.7.1,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de ônibus no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de ônibus no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,binary,0,0,0,0,0,0,1
3.7.1.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por ônibus?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por ônibus?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.I,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,1,1,1,0,1,0,1
3.7.1.J,"Se houver outros insumos, especificar:","Se houver outros insumos, especificar:",Outros insumos detalhamento (Ônibus),Modais de transporte,Receita e Despesa,Ônibus,NA,numeric,0,1,1,0,0,1,1
3.7.2,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de vans/microônibus no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de vans/microônibus no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,binary,0,0,0,0,0,0,1
3.7.2.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por microônibus?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por microônibus?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por van/microônibus?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por van/microônibus?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.2.I,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Microônibus,NA,numeric,1,1,1,0,1,0,0
3.7.3,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de metrô no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de metrô no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,binary,0,0,0,0,0,0,1
3.7.3.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por metrô?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por metrô?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por metrô?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por metrô?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por metrô?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por metrô?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.I,Energia diz respeito a qual percentual da planilha de custos do serviço por metrô?,Energia diz respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Energia (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por metrô?,IPTU diz respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - IPTU (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.3.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Metrô,NA,numeric,1,1,1,0,1,0,0
3.7.4,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de trem no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de trem no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,binary,1,1,1,0,0,0,1
3.7.4.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por trem?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por trem?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por trem?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por trem?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por trem?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por trem?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por trem?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por trem?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por trem?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.I,Energia diz respeito a qual percentual da planilha de custos do serviço por trem?,Energia diz respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Energia (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por trem?,IPTU diz respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - IPTU (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.4.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por trem?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por trem?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Trem,NA,numeric,1,1,1,0,1,0,0
3.7.5,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de barco no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de barco no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,binary,0,0,0,0,0,0,1
3.7.5.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por barco?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por barco?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por barco?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.D,Depreciação de equipamentos diz respeito a qual percentual da planilha de custos do serviço por barco?,Depreciação de equipamentos diz respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por barco?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por barco?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por barco?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.G,Impostos dizem respeito a qual percentual da planilha de custos do serviço por barco?,Impostos dizem respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por barco?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.5.I,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por barco?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por barco?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Barco,NA,numeric,1,1,1,0,1,0,0
3.7.6,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de VLT no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de VLT no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,binary,0,0,0,0,0,0,1
3.7.6.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por VLT?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por VLT?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por VLT?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por VLT?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por VLT?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por VLT?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.I,Energia diz respeito a qual percentual da planilha de custos do serviço por VLT?,Energia diz respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Energia (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?,IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - IPTU (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.6.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,VLT,NA,numeric,1,1,1,0,1,0,0
3.7.7,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,binary,0,0,0,0,0,0,1
3.7.7.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.I,Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Energia (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - IPTU (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.7.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Monotrilho,NA,numeric,1,1,1,0,1,0,0
3.7.8,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel no município?,Planilha de Custos para Revisão (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,binary,0,0,0,0,0,0,0
3.7.8.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Operação (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Administrativo (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Combustível (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Depreciação (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Remuneração pelo Serviço Prestado (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
